Name,Area: CAB17BM01.raw (F9),Area: CAB17BM02.raw (F10),Area: CAB17BM03.raw (F11),Area: CAB17BM04.raw (F12),Area: CAB18B01.raw (F17),Area: CAB18B02.raw (F18),Area: CAB18B03.raw (F19),Area: CAB18B04.raw (F20),Area: CAB18CAL01.raw (F21),Area: CAB18CAL02.raw (F22),Area: CAB18CAL03.raw (F23),Area: CAB18CAL04.raw (F24),Area: CAB19CALA01.raw (F33),Area: CAB19CALA02.raw (F34),Area: CAB19CALA03.raw (F35),Area: CAB19CALA04.raw (F36),Area: CAB19CALB01.raw (F37),Area: CAB19CALB02.raw (F38),Area: CAB19CALB03.raw (F39),Area: CAB19CALB04.raw (F40),Area: CAB20CAL01.raw (F65),Area: CAB20CAL02.raw (F66),Area: CAB20CAL03.raw (F67),Area: CAB20CAL04.raw (F68),Area: CCALP.raw (F91),Area: CAB19FRAA01.raw (F41),Area: CAB19FRAA02.raw (F42),Area: CAB19FRAA03.raw (F43),Area: CAB19FRAA04.raw (F44),Area: CAB19FRAB01.raw (F45),Area: CAB19FRAB02.raw (F46),Area: CAB19FRAB03.raw (F47),Area: CAB19FRAB04.raw (F48),Area: CAB20FRAA01.raw (F69),Area: CAB20FRAA02.raw (F70),Area: CAB20FRAA03.raw (F71),Area: CAB20FRAA04.raw (F72),Area: CAB20FRAB01.raw (F73),Area: CAB20FRAB02.raw (F74),Area: CAB20FRAB03.raw (F75),Area: CAB20FRAB04.raw (F76),Area: CFP.raw (F92),Area: CAB17HP01.raw (F13),Area: CAB17HP02.raw (F14),Area: CAB17HP03.raw (F15),Area: CAB17HP04.raw (F16),Area: CAB18HP01.raw (F29),Area: CAB18HP02.raw (F30),Area: CAB18HP03.raw (F31),Area: CAB18HP04.raw (F32),Area: CAB19HPA01.raw (F53),Area: CAB19HPA02.raw (F54),Area: CAB19HPA03.raw (F55),Area: CAB19HPA04.raw (F56),Area: CAB19HPB01.raw (F57),Area: CAB19HPB02.raw (F58),Area: CAB19HPB03.raw (F59),Area: CAB19HPB04.raw (F60),Area: CAB20HP01.raw (F81),Area: CAB20HP02.raw (F82),Area: CAB20HP03.raw (F83),Area: CAB20HP04.raw (F84),Area: CAB21HP01.raw (F85),Area: CAB21HP02.raw (F86),Area: CAB21HP03.raw (F87),Area: CAB21HP04.raw (F88),Area: CAB15HPN01.raw (F1),Area: CAB15HPN02.raw (F2),Area: CAB15HPN03.raw (F3),Area: CAB15HPN04.raw (F4),Area: CAB16HPN01.raw (F5),Area: CAB16HPN02.raw (F6),Area: CAB16HPN03.raw (F7),Area: CAB16HPN04.raw (F8),Area: CAB19HPN01.raw (F61),Area: CAB19HPN02.raw (F62),Area: CAB19HPN03.raw (F63),Area: CAB19HPN04.raw (F64),Area: CAB19HC01.raw (F49),Area: CAB19HC02.raw (F50),Area: CAB19HC03.raw (F51),Area: CAB19HC04.raw (F52),Area: CAB18HCH01.raw (F25),Area: CAB18HCH02.raw (F26),Area: CAB18HCH03.raw (F27),Area: CAB18HCH04.raw (F28),Area: CAB20HCH01.raw (F77),Area: CAB20HCH02.raw (F78),Area: CAB20HCH03.raw (F79),Area: CAB20HCH04.raw (F80),Area: QCC1.raw (F105),Area: QCC2.raw (F106),Area: QCC4.raw (F108),Area: QCC5.raw (F109),Area: QCC6.raw (F110),Area: QCC7.raw (F111)
"(2S)-3-Phenyl-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",11174592.95,10241812.33,10633386.62,10399810.6,6869750.113,6358959.851,6774641.483,6870637.846,4148182.076,4161674.546,4060703.902,3699575.042,7157009.374,7162349.042,7055119.833,7007921.896,9710797.026,9757350.364,9767349.566,10116107.5,10362849.36,11130980.21,10616280.17,10807901.71,8029177.562,4675870.443,4879312.205,4684726.499,4527817.378,4227310.322,4510407.278,4179946.416,4328333.37,4044156.115,3982991.204,4147852.897,4103695.526,2297349.738,2492828.951,2426853.538,2610662.422,3856646.587,9055234.626,9387317.982,9325091.184,9719251.349,11875210.08,11979380.89,12473323.53,12014870.89,10660215.71,10975756.63,10655871.88,10974950.85,13669084.89,12404213.7,13173167.42,12035443.65,9717297.167,9756843.929,9936759.131,9152801.765,16683794.57,16306795.16,16037441.95,16645585.87,14800559.58,15096087.5,14712334.83,15114733.28,6130500.68,5607863.159,5720820.875,6111019.323,12504704.22,12465149.75,12741407.8,12023458.65,6186162.917,6631224.382,6770783.31,6947637.869,17671243.14,18223554.26,18062574.89,19856166.7,10431444.86,10673727.07,10745650.46,10947578.65,9505416.408,9005273.979,11068138.2,10257620.46,9955814.583,10102646.39
"5,3',4',5'-Tetrahydroxy-6,7-dimethoxyflavone",9925468.546,9968314.819,10402203.3,9842951.302,9163611.562,9613791.447,8516700.091,9457727.293,12319084.55,12747482.04,12190328.7,12486994.82,14256170.14,14722416.38,14618331.01,14305108.71,15650393.88,15337013.2,15775730.79,16425654.21,14001651.67,13960257.71,13968321.8,14183923.52,14635285.68,12158473.5,11633824.93,11630267.6,11698284.8,18582890.88,18441841.3,18052554.86,17341253.85,15016999.71,14937838.91,14831527.73,14350102.79,11407640.47,11932546.59,11666851.58,11702420.12,14227441.11,8524870.496,8310608.535,8436731.885,8218813.975,9925844.867,9795868.978,9374011.433,9850851.31,13112816.73,12700180.01,12996817.46,13004768.25,9274383.866,10679681.76,10330817.55,9623380.984,8086032.853,8452124.673,8243785.38,8491100.502,12930977.01,12556463.67,11917656.71,11565738.87,14390799.44,16246975.73,15463110.68,13968184.62,13733852.36,13587070.65,14394278.5,14144296.24,17674800.49,18552932.2,18101855.66,18699406.73,15048944.04,14173416.28,14574228.82,14769281.53,17469672.94,17726663.24,17452053.98,17551691.59,18566996.98,18141145.44,17851916.45,17919738.4,14306146.32,12898808.83,14658976.66,14188193.63,14636884.52,14763112.99
Neoisoliquiritin,11827824.92,11506299.22,11700990.54,11708796.39,9013489.684,9444016.464,8470165.418,9358554.491,9851799.789,11158428.05,9556119.997,10226835.74,9188822.299,8790887.76,9473391.093,8456626.217,8495821.966,8496900.502,8756116.518,9007148.349,6430672.006,5966189.184,6010613.653,5817428.301,8361162.707,11165111.14,10749904.28,11853827.9,11312894.05,10272680.73,8657926.69,10147814.1,8685622.871,9573530.151,10025177.17,10497101.95,9930245.707,16415008.19,15662317.91,16233970.6,15712346.22,12564923.91,4268169.42,4256979.811,4266100.123,4151990.813,3952737.261,3846870.73,3807752.331,4066115.173,9106412.242,8841951.395,8790091.299,8608503.243,7373804.869,8231915.831,7422654.866,8412675.592,7877830.033,8586661.589,8028451.33,8417005.851,12107629.87,11739077.56,11103059.59,11512640.93,11702434.14,11667988.05,12026066.64,11277166.22,8823121.938,9330489.647,9521418.048,9284607.373,7695204.09,7455055.368,7366048.467,7385002.051,18141726.65,18172304.18,17650013.95,18481238.1,13009268.92,12534247.54,13370323.85,13296650.26,9605051.965,10066771.87,9511021.721,9293610.26,11126871.19,10335676.56,11651527.38,12729731.94,11571709.23,12376791.73
Diethyl 2-hydroxypentanedioate,10751006.72,10490229.68,10721668.49,9468121.846,6885008.961,6948134.372,6479315.288,7098657.693,10468046.95,10783426.03,10724060.86,10862334.91,7703148.37,7738690.599,8058546.678,7671163.899,7022056.454,7129868.714,7377301.963,7514160.646,6953919.679,6908946.527,6875843.224,6734349.773,8279140.713,4788944.155,4950676.918,4874319.857,5072817.516,6127063.186,6530095.027,6367807.628,5916672.978,6310336.122,6224621.67,6425873.584,6420988.105,5487599.963,5308685.175,5395528.963,5314974.514,5711338.72,13377116.41,13076377.11,13816788.02,13721328.12,12776592.66,12388252.57,12935009.57,12850483.55,6857666.268,6918306.968,6730336.003,6873806.442,10457414.47,10586283.45,10860365.37,13891554.78,5255067.314,5161619.757,5053758.354,4949277.459,3407067.793,3382229.272,3187795.013,3432764.106,17068221.62,16368298.55,17880794.12,18415849.58,15489437.23,15639543.24,14256289.42,15018878.13,8624862.542,9232908.977,9338568.645,9082764.523,7723747.47,7809266.819,7675853.53,7809732.913,12713636.44,12494546.55,12386156.19,11523337.9,8682797.7,8807811.412,8597512.2,8492465.902,13858378.56,8344890.741,8190172.843,8464400.42,8905253.989,9249970.463
Phloionolic acid,7731759.772,10570261.98,11123749.37,9936252.01,10247264.4,11974233.88,12367380.95,11350752.27,2735100.708,2730646.664,2793832.281,3096258.657,1657974.924,1854320.723,1907534.722,1921086.3,2039154.994,2071115.273,1984388.568,1987693.607,971550.8659,1434517.117,1447188.165,1113468.299,1709756.23,1959890.279,2330015.95,2204024.601,2276218.284,1664035.972,1606356.03,1657939.85,1564992.227,1515473.726,1819164.607,1891185.204,1843129.784,1645890.263,1806370.857,2040680.964,2010850.608,1731923.811,11008319.79,12957430.5,13093021.5,13939647.24,15027260.28,16715885.12,17157647.23,16743539.87,9585058.833,10726753.7,11228009.8,11085521.85,14230817.17,13585215.19,14336003.15,12664256.63,2679739.977,2897925.832,2825158.853,2865823.205,2618847.201,3291929.79,3048023.461,3025275.632,12878666.05,15077193.53,13621568.04,15196608.4,14217406.38,15628597.58,15643254.58,15095275.11,9801846.635,11717191.33,10928271.0,10720556.4,12900496.18,14058684.53,14330406.17,14379671.38,16424201.68,18042091.55,17091949.81,17634655.44,11196942.49,11935324.4,11683425.42,12350046.58,10023799.02,10750950.13,12131935.34,11741506.24,2905774.61,3098401.18
Urate,7976169.289,8374863.934,8699439.315,9017161.624,15749732.0,15051216.27,15244092.62,13889080.89,6900109.029,7254888.094,7220566.944,6289970.905,9714235.254,10370338.01,9398387.031,9599060.688,9703311.913,9196881.638,8932394.678,9121280.699,7933017.711,8040215.139,8248611.663,9097657.183,7902084.957,9158632.662,9708927.388,8878694.391,9490729.402,8698926.002,8619618.973,8814993.81,8279796.374,16973208.65,17699937.04,16703188.17,17797188.02,6791287.519,6911900.723,6749147.518,6979882.986,10865055.25,5243909.12,6631972.977,6099117.142,5976551.436,10472577.49,9200425.571,11183801.48,10335705.11,8703344.306,8017665.562,8373551.215,8189511.087,15880660.5,14993725.75,15469430.52,14195428.03,14901422.81,15421313.61,15638213.21,15378074.26,14358229.76,13661087.11,13234306.58,15132623.16,12864075.72,13886704.27,12413948.18,11885138.35,6484184.066,6592834.446,6274392.609,6132392.255,10661008.32,9548563.06,10403800.87,10697381.61,7460321.72,7800445.544,6416664.75,7435525.426,7498001.565,7892010.457,8041390.52,8563863.103,7601894.224,7891769.365,7442654.877,7197134.815,10384795.31,10353827.97,11144971.91,10730703.4,11372360.09,10456588.43
3-O-Methylgallate,8837415.569,8000313.837,7942529.141,7766860.336,9378726.736,9180117.228,8064470.275,9075340.619,9172548.614,11383111.19,12165202.45,12197302.66,12209413.66,12618259.74,12803573.61,12865550.09,12586141.1,13195556.78,13006452.9,12757452.08,8223538.301,8750474.193,8180834.123,8572137.785,11598568.93,10133317.11,5999265.545,10768124.57,11249586.59,11245035.25,11322944.52,10615493.58,8104488.221,9660197.481,10691080.01,9758985.795,10232780.84,10107807.06,7197252.47,10191441.44,10874226.8,10591602.88,9255730.778,8483700.913,8711320.78,8909171.936,9272597.204,9394083.113,1267493.035,9352620.688,4298497.859,6752075.06,5920029.647,6504500.515,6765477.395,9529730.884,9443023.272,8655333.385,9834464.014,8963145.147,9644498.293,9278410.094,8410027.586,3815213.382,4782136.565,8634552.375,11868426.79,10618057.96,11322410.83,11121181.1,12287264.05,15013711.61,13095386.42,14945516.37,12627878.03,12111003.45,3385301.171,12713586.79,13709646.51,14683334.71,14097813.2,14713230.43,10315079.97,6196321.639,16974683.16,6603728.13,9193144.236,17686585.87,17254315.08,17158952.52,12672698.24,11725441.54,12620407.69,11606619.82,13438616.08,12651271.35
N~6~-Octanoyllysine,3646469.373,4015378.261,3790655.475,3795070.683,12731553.42,13769604.18,12878026.75,13613067.71,10482269.46,10315287.01,9753493.892,10550980.74,6119382.881,5795200.019,5725996.334,6140734.027,2992797.512,3046098.131,3011233.415,3367277.619,8856351.383,9332354.688,9407285.376,8327413.326,7138734.062,9717972.828,8946874.688,9718426.743,9130530.015,8515094.608,8574693.525,8881556.812,8661607.61,10341800.3,9981150.017,10587657.38,10344520.99,4602261.44,4424756.452,4675168.596,4559987.162,8415821.035,16722996.58,15090906.57,17384218.78,16449355.56,15842411.09,16232377.6,15307756.16,16550567.66,3334466.897,3405936.927,3458052.564,3165685.452,13373864.59,14434493.91,13505153.14,14414699.57,9993652.557,9742669.748,9488384.308,10131582.56,10627685.06,11071301.98,10379332.02,10828370.54,5504532.667,5662735.334,5478464.187,5525088.357,2224136.076,2207212.379,2012229.897,2095351.414,2612582.5,2628500.214,2585636.853,2493921.295,4632765.67,4464180.715,4813092.589,4970674.734,3254630.962,3136614.513,3166963.854,3180683.277,12265956.39,11429102.59,11835079.78,11505140.04,7643944.385,7462964.926,8828525.733,8565991.807,6684349.983,7176669.203
N-(4-Methoxybenzyl)glutamine,4548728.048,4340020.248,4375709.486,3915804.067,12140698.04,12709323.31,11733925.15,11724936.11,10270544.77,9993902.11,9489377.467,9990245.155,5950012.498,5864335.249,6073578.121,5976480.199,2928693.817,3025012.716,2946309.531,2826886.424,8818477.42,9490397.782,9094818.964,8913929.996,7090142.961,10004632.98,9716006.79,9444699.03,9775436.704,9247795.807,9212914.161,8785776.496,8827572.092,10023494.65,9904884.928,10246285.75,10229110.4,5230149.79,5432840.232,5332154.274,5447825.719,8996231.719,14301557.15,13774939.97,14839482.51,14747116.45,14064042.59,14510942.48,15081660.46,14043358.59,4984873.876,4984236.632,4462256.415,4321915.726,10129866.0,9953082.333,9378212.212,8708963.418,13201696.59,13137240.49,12467543.64,13341976.92,17170354.41,16758994.69,16156813.0,16690414.75,3820468.41,3592663.857,3779173.457,3594033.051,2449066.807,2550144.13,2498047.986,2678593.99,2479703.032,2945044.312,2792802.35,2723653.982,4433619.382,4294090.452,4154796.852,4866331.856,1088350.125,1205119.547,1122584.952,1169784.735,12569477.16,12192746.8,12152256.2,12335023.48,6797833.623,7398924.389,8011104.479,8166556.168,7334325.411,7951130.167
NP-019636,10842842.32,11265171.84,11647099.95,12183283.87,7997375.877,8872861.63,6752473.482,8134368.85,9657498.404,12063482.64,10003354.19,10713171.22,7817876.214,6609549.005,8879353.321,6653390.105,8177806.355,6349798.534,9287516.546,8791479.197,7865674.871,5660855.776,5403084.417,5569115.499,8107252.492,9319228.078,8946461.191,9306305.478,9372629.123,14024766.96,13194143.86,13597928.14,13421834.2,11037928.93,11183714.54,11801128.54,11350107.48,8588861.934,6551995.652,8009692.189,7083212.588,11073467.11,9721352.6,11141617.19,11425240.93,11007042.47,9496526.143,9667659.302,9766867.425,9297165.617,10620378.93,10721763.27,10220157.26,10453974.33,12244242.17,11063919.23,12360275.67,11388242.64,11029619.47,10856611.67,11208427.07,10837712.48,14963960.43,15756153.17,14358775.4,14467647.71,11119330.49,11489420.87,10559114.9,10202447.29,8549288.212,10403119.09,9414025.258,10779717.14,7065495.893,7836970.811,7410716.059,9542167.918,11436664.09,10338883.74,11889211.21,13885942.46,11528148.6,10447867.6,11494870.54,10909273.26,12202970.7,11253669.11,11725177.56,12530250.28,10836681.59,8842064.118,11444317.77,11433051.78,10347492.88,10121634.81
FL64DBGM0001_a,7149778.304,7251308.583,7395282.83,6601271.822,10248794.41,10971607.37,10626271.3,10955035.53,7101965.582,6665027.211,6645393.178,6628175.46,5461120.306,5577587.352,5876010.654,5728118.114,4790617.502,4705091.508,5038018.033,5335292.529,4823212.208,4951805.733,4895342.808,4644486.032,5894493.236,4283724.861,4429035.502,4414258.437,4340152.703,3280474.634,3349334.885,3469289.991,3217798.295,4137529.907,3908553.061,4195287.929,4081005.614,3341338.168,3439480.122,3596767.329,3236510.318,3794240.809,11161535.23,11058078.1,11074493.41,11381481.61,15044492.3,15498770.41,15436899.0,15475786.37,10574860.42,9885233.038,9649520.876,9984994.572,11341039.48,12421516.15,11784316.66,12199306.99,12759963.05,13162785.43,13261972.66,13649767.46,10910335.09,11006714.37,10475321.75,10658749.37,9483348.503,9536601.803,9407327.975,10198539.73,14722470.6,14460470.33,14984991.01,14293820.78,13294511.73,13943825.91,13697888.26,13649599.54,12366662.64,12908098.47,12329458.91,13105119.75,10043755.06,9471648.36,9495648.905,10141569.95,8739440.982,9386888.07,8580025.291,8835184.864,11188119.86,9431331.216,10255089.12,9781932.261,9013220.896,9484977.326
(S)-2-Amino-6-oxohexanoate,8487332.634,8292934.62,7936771.921,8894397.118,5936547.235,4695520.257,4771369.532,5998683.049,3733101.788,4446616.746,4208905.583,4747349.21,6310165.946,5286025.476,5356522.901,4641717.88,7300339.07,5792988.626,7383808.924,7120952.091,5234617.968,4044589.36,6441253.696,4085639.581,4242279.317,6063591.985,6060564.255,6658755.11,5916842.623,5109408.712,4618698.496,5081508.742,4783614.779,6582545.067,4844489.631,5431807.215,5935000.36,10410085.29,9615677.675,9615967.237,9030003.259,5935885.619,6379699.558,4371446.239,7012732.094,6387389.337,10087668.41,8312167.585,7530452.423,9763083.779,7908305.901,8244409.743,7658524.896,8299538.01,7533353.68,7493235.876,7324220.811,14660061.91,8669429.695,10910002.97,9812489.402,7954197.072,9899539.26,10147660.78,9758342.101,10767843.87,3826338.296,2554130.331,3893404.631,4023039.495,6240944.309,7024287.46,5935068.364,6325234.057,7963284.337,8981624.19,7934910.701,7718889.704,9415561.545,9916315.804,9461027.649,9216641.093,8649691.712,8657086.72,8535706.178,7404886.382,8320116.333,7621245.849,7969251.941,7321324.747,7255295.789,6571583.801,6961440.805,7348254.263,7816233.787,9028656.126
"1-[2-(3-Hydroxy-1-propen-2-yl)-2,3-dihydro-1-benzofuran-5-yl]ethanone",4718625.533,5006255.45,4847467.876,5041176.925,10027700.95,10523053.53,9948584.437,10006784.62,7672571.809,8486143.476,7905477.595,7776439.413,5711624.951,5948245.189,6128376.752,5383105.995,5637138.783,5116218.43,5706206.796,5874616.691,5753113.475,5270860.727,5557920.368,5272173.319,6159738.735,7584569.048,7025253.237,7697755.898,6918055.809,8196185.49,8353277.061,8265185.37,7986632.627,6295649.364,6146975.206,6567596.112,6572461.055,5819161.653,5518695.604,5836008.215,5231486.724,7045147.115,10642883.56,9748489.263,10351174.14,9355847.112,14060416.73,13741380.21,13163629.16,14231742.95,7386476.622,6885825.657,7697796.002,7037880.248,11402860.06,12846825.31,12359163.27,11726082.25,10510823.57,10574104.46,10436545.56,10929028.21,5433580.649,5870659.264,5782065.393,6121137.308,6589988.655,5908786.816,6467968.469,5952968.155,12306359.78,13178993.12,12202756.83,12792630.25,11874417.28,11785533.68,12193381.99,12869934.3,8681317.393,8118942.94,8341623.58,7600023.937,10104223.89,9515370.855,9937464.78,9767101.235,9715191.057,9584780.32,9487127.32,8917941.59,8091172.962,7804166.634,8468501.215,8991891.399,8720423.744,9148523.012
"1-[2-(3-Hydroxy-1-propen-2-yl)-2,3-dihydro-1-benzofuran-5-yl]ethanone",9114914.255,8976527.138,9620948.689,8869591.584,8027346.525,7494615.669,8219577.493,7495345.911,5755954.831,5649786.239,5770035.204,5487990.681,4167453.193,4515401.054,4004674.124,4734669.281,3642053.447,3822585.614,3719818.694,3764420.162,5024633.686,5382548.538,5059855.916,5080492.165,5591692.479,4161849.103,4307535.529,4091907.533,4256514.255,3976093.735,4090146.128,3688300.73,4105212.617,4678101.955,5317456.547,4667196.156,5056523.172,3983104.995,4521425.552,4571806.11,4585859.087,3756581.445,7573730.873,7934664.13,7652712.326,8458891.087,14080319.98,13912410.07,13861379.27,13891384.57,6656171.856,7283301.309,6849674.279,8023340.951,10551231.36,9807924.457,10517529.54,9285088.882,8504933.618,7908912.019,8609785.632,7406400.111,5380376.727,4511556.015,5009328.575,3815889.261,9632694.689,10140693.82,9529560.185,10369990.52,10125873.47,9807632.252,10130863.77,9646763.906,7883288.265,7453892.774,7914635.478,7101082.317,8828866.469,9692338.05,8676987.521,9520529.998,8313552.845,9201562.187,8228806.106,8625108.178,6201001.842,6489395.166,6328499.037,6521710.527,8572589.269,8096249.158,8179708.196,8524168.165,7840030.159,7861995.395
"2,3-Dihydroxy-4-decynoic acid",9352661.497,10333831.54,10204733.77,9631405.36,6551437.764,7055487.372,6495355.668,7619578.104,7242620.532,7108829.554,6910516.945,6924905.881,3554735.252,3517278.866,3567800.499,3389378.743,6087676.515,5620365.22,6112282.607,6024607.926,3483060.494,3531062.224,3468599.52,3204509.048,5183430.379,3796551.158,3614751.856,3852286.077,3701234.006,5507380.874,5573456.241,5772649.781,5431707.766,3430646.018,3395300.158,3556641.241,3317612.107,1964310.421,1897907.343,2013063.84,1945333.265,3947147.491,13320718.14,12582541.53,12705992.07,13404343.22,8580767.092,7719292.301,8198484.973,8268529.683,12384318.17,11790369.98,11636916.04,11842923.31,4954871.311,5104434.63,5240723.442,5749311.499,3983058.93,3719286.914,3809396.082,3822562.87,3903709.441,3646847.877,3407072.679,3726327.21,9379415.594,8461604.33,9319078.441,9912089.093,8901662.306,8720141.222,8491194.861,8616819.497,7105566.237,8140842.51,7896982.41,7881071.476,13315675.71,12714830.87,13459713.43,13620473.66,12022183.08,11484243.33,10982602.88,10632714.91,10142360.35,9653113.953,9616913.764,9020480.525,11099899.76,7703015.604,7923564.555,8035278.661,7419516.554,7982662.358
"Taxifolin 7,3'-dimethyl ether",7879857.989,8048203.118,8439873.996,7945457.581,4480987.151,4979983.358,4958344.274,5316593.724,5482889.733,5789730.53,5472527.531,5468170.513,4751174.837,4874270.858,5117278.193,4778310.294,4737662.087,4846912.192,5033224.624,4594209.312,5117824.136,5047894.455,5324561.868,5070683.242,4987801.784,5805966.346,5544649.457,5798104.109,5537828.099,7074816.963,6842964.64,6966632.449,7057876.428,6015765.591,5663354.229,6029430.835,5996354.656,6853691.09,6486303.9,7231191.595,6617003.258,6579869.173,7240827.272,3573784.91,6441239.083,4102217.88,4571457.195,4580164.117,4489985.228,4894105.462,6649595.367,6481622.516,6418999.119,5825026.668,6440603.112,6913196.947,6285439.336,5089728.625,7194363.215,7648868.28,7218467.096,7406003.848,13414788.11,13183398.87,12731518.4,12213603.11,3390924.538,3520319.928,3541620.781,3446200.388,4581458.076,4678228.949,4566736.766,4795739.95,4859384.579,4772483.027,4797895.903,4240190.964,11727390.5,12022954.73,12246190.02,12069176.03,6906025.335,7476234.704,7308527.332,7310667.002,7313038.166,7207323.03,7485519.313,7319793.579,6642340.302,6572916.875,7362140.391,7817501.717,7614640.989,7701693.012
(S)-3-Methyl-2-oxopentanoate,8341893.801,7740343.983,7463695.782,7403768.263,6025571.997,6084796.013,5534393.597,5399309.051,5901969.971,5692647.862,6449433.177,6118056.237,6113095.831,5893585.901,5991148.759,6072744.869,6925954.519,6987683.806,6550224.141,6443855.319,7236414.524,7418407.473,7255992.005,7733287.779,6686475.748,4062618.028,4599301.664,3992797.495,4713481.738,6199756.644,5921614.899,5704911.83,6166143.569,4625388.187,4565513.638,4379356.792,4610003.691,5327552.98,4690259.308,4843274.697,4815962.011,4645279.663,4241205.779,4718346.459,4733075.793,4724012.903,11926347.36,12079043.44,10983166.01,11445015.29,8752811.247,9146575.501,8400992.535,8437663.797,7707581.313,7785288.544,7429710.204,7908582.882,10115401.41,9960103.639,9713759.794,9409930.781,7978061.616,7821399.489,7805626.566,7290968.212,6593157.942,7079885.923,6451851.441,7011011.719,9573867.128,9848398.513,9661794.82,8471423.801,9026153.039,7777361.529,8660226.601,7867427.376,5798746.178,6266784.075,5262176.703,6158031.036,11834788.92,13107104.07,12493002.9,12621012.37,7607292.455,6972131.623,6953856.744,6843506.734,8206459.359,7409673.788,7793820.746,7675639.03,7982313.207,8004532.956
Betaxanthin,6110914.471,6093904.87,6116211.854,5908072.883,8410037.937,8228059.506,8182843.689,8313874.579,6097794.417,5886481.469,5363377.494,5815140.736,5942196.128,6086656.282,5914965.807,5800189.721,7058447.969,7084743.221,7538382.049,7199577.947,6384805.505,6341860.224,6195919.468,6465836.835,6608672.779,7983339.661,8205964.903,8094463.008,8150542.727,8124949.739,8322116.739,8109339.098,7750177.098,6680947.525,6927652.021,6495879.905,6758158.126,4741245.645,4812825.974,4788098.793,4654282.205,6939910.309,6663340.291,7248804.799,7565341.392,7436476.409,11836814.99,11267087.75,11859911.43,11866254.61,8119076.705,7499689.769,7780279.094,7738198.104,8937368.089,9112636.393,9174640.032,9223543.136,9129399.468,9445225.735,9405936.941,9893256.958,9137225.042,8693776.536,8354302.175,8101608.122,8323206.982,7934970.956,5314242.121,7714538.923,7251499.915,6941239.863,7805293.831,7413005.435,10962849.26,10225772.68,10527015.03,10131065.2,7592157.964,7864010.057,7316857.822,8325703.987,11206824.4,11381497.17,11489407.35,12411254.19,11175359.14,10547687.01,10676507.3,10698741.67,8060009.287,7795617.392,9238072.749,9177503.409,9044505.149,8825809.997
"(2R,3S)-3-Isopropylmalate",5716043.595,7715911.411,5115436.602,6508000.734,5783616.054,6793396.357,6180123.337,5584878.374,10428823.16,11076659.96,10698706.96,11437169.63,7603834.159,6023808.741,7530848.151,6300130.391,8717005.693,5415405.323,8853926.586,8972427.2,7638844.123,6507212.181,7837987.247,6503585.804,5874987.228,7700240.967,7056994.339,8228950.769,7753840.183,10259700.77,9465635.382,10257536.72,8869955.182,7208820.494,4880316.953,3058560.05,6529207.089,3357230.644,3269566.57,4673909.334,3107024.383,7840968.293,5387319.332,5140679.081,5574180.675,5450172.35,5522677.063,5602892.805,5176593.941,4647471.115,6461556.7,3973319.067,6687835.443,3403537.907,3813760.576,8015592.235,5358601.113,8378450.391,3649331.851,7110076.351,4499555.322,6430133.727,4739179.36,7719523.995,4343541.791,6681950.722,7459064.17,7793608.537,7078392.953,7345625.636,4484694.859,6743069.991,4609976.035,7282870.55,4642909.371,6209278.839,4650103.566,6054645.994,10369292.76,9238454.725,10473955.13,5972535.967,8446938.538,7710093.845,7652931.137,5313820.538,7686887.689,5518849.819,7302632.981,5640284.921,12095690.68,7369001.198,6214627.766,5216720.59,5318831.227,9614417.047
L-Quinate,7911095.345,6530635.225,6039378.02,6493451.536,4232997.483,3975341.176,4285172.637,3291508.918,4075526.445,4284935.196,3713190.888,4189527.361,3491996.128,3115953.454,3309053.274,3926010.06,2892626.577,2980290.319,2438509.965,2625709.508,2767293.238,3972330.221,3783657.609,3952182.855,3187708.552,4616834.491,5086586.434,4419593.586,5767362.897,10183235.41,10798728.01,11137948.92,11825376.31,7765174.611,8058861.351,7191521.573,7403404.096,4006150.213,4135441.362,3575624.072,4848224.902,6674564.959,3731108.139,3812698.119,4389206.49,3830362.31,4513305.817,4711725.982,4808146.855,4777796.197,2910198.271,3313582.231,2943500.914,2738044.415,4146944.617,3975722.514,3782129.481,5204386.223,4472881.548,4046135.839,4241563.66,2767459.547,3169895.7,3515450.663,3838334.749,2881019.637,5826324.564,7291069.098,6680674.894,7573074.462,8175551.043,8007453.554,8505191.699,8273661.942,3482516.692,3131369.731,2969224.897,3160010.26,4525652.206,4632136.859,2453621.269,4762113.577,4958338.093,6801493.335,4973201.801,5128455.41,7364572.227,7849137.898,7848163.109,8718442.298,5677622.978,4852239.579,4258856.425,3524753.499,4713228.8,4841108.691
